Дата,Объем_продаж,Цена_за_тонну,Канал_продаж,Сезон,Акции,Регион,Тип_покупателя
2025-08-15,41.8,13371,бот,лето,1,Сибирский,розница
2025-08-16,34.2,13200,почта,лето,0,Уральский,розница
2025-08-17,41.8,13595,бот,лето,1,Центральный,розница
2025-08-18,34.0,12633,почта,лето,1,Южный,розница
2025-08-19,32.7,13074,бот,лето,1,Центральный,опт
2025-08-20,40.9,13980,почта,лето,1,Южный,розница
2025-08-21,36.7,12626,бот,лето,0,Южный,розница
2025-08-22,35.9,13440,почта,лето,1,Сибирский,опт
2025-08-23,38.9,13026,почта,лето,0,Центральный,опт
2025-08-24,37.3,14729,почта,лето,1,Центральный,розница
2025-08-25,36.7,13086,бот,лето,1,Сибирский,розница
2025-08-26,32.1,12526,почта,лето,0,Сибирский,опт
2025-08-27,40.5,14687,бот,лето,0,Центральный,опт
2025-08-28,39.0,12760,бот,лето,1,Центральный,опт
2025-08-29,34.3,14886,почта,лето,1,Сибирский,опт
2025-08-30,41.2,14952,бот,лето,1,Сибирский,опт
2025-08-31,35.1,13522,бот,лето,0,Уральский,розница
2025-09-01,28.2,12306,бот,осень,0,Центральный,опт
2025-09-02,31.0,12453,бот,осень,1,Сибирский,розница
2025-09-03,35.3,13303,бот,осень,0,Уральский,опт
2025-09-04,34.5,13902,почта,осень,1,Центральный,опт
2025-09-05,28.7,13298,бот,осень,1,Уральский,опт
2025-09-06,35.4,12987,бот,осень,0,Уральский,опт
2025-09-07,26.6,14168,бот,осень,0,Южный,опт
2025-09-08,30.3,12906,бот,осень,1,Уральский,розница
2025-09-09,32.7,14417,бот,осень,0,Южный,розница
2025-09-10,30.1,14378,бот,осень,0,Уральский,опт
2025-09-11,27.5,13153,бот,осень,0,Уральский,розница
2025-09-12,36.2,12854,бот,осень,1,Центральный,опт
2025-09-13,28.1,12889,почта,осень,1,Центральный,розница
2025-09-14,38.4,13367,бот,осень,1,Уральский,опт
2025-09-15,30.9,14343,бот,осень,1,Уральский,розница
2025-09-16,33.1,14198,бот,осень,1,Центральный,опт
2025-09-17,31.3,14400,бот,осень,1,Южный,розница
2025-09-18,35.9,14001,почта,осень,0,Уральский,розница
2025-09-19,33.8,12072,бот,осень,0,Уральский,розница
2025-09-20,33.0,12190,бот,осень,0,Сибирский,розница
2025-09-21,31.2,12209,почта,осень,0,Уральский,опт
2025-09-22,28.3,12417,бот,осень,1,Уральский,опт
2025-09-23,35.0,13192,почта,осень,1,Сибирский,опт
2025-09-24,28.7,13604,почта,осень,0,Уральский,розница
2025-09-25,33.3,13368,почта,осень,1,Уральский,розница
2025-09-26,29.0,12082,бот,осень,1,Уральский,розница
2025-09-27,36.5,14322,почта,осень,0,Южный,розница
2025-09-28,34.7,14687,почта,осень,0,Южный,опт
2025-09-29,32.4,13945,почта,осень,0,Сибирский,опт
2025-09-30,32.1,13124,бот,осень,1,Сибирский,розница
2025-10-01,30.9,13494,почта,осень,0,Сибирский,розница
2025-10-02,38.9,12003,почта,осень,0,Сибирский,розница
2025-10-03,37.9,12263,бот,осень,1,Южный,розница
2025-10-04,27.3,14465,почта,осень,1,Уральский,розница
2025-10-05,34.3,13823,бот,осень,0,Сибирский,опт
2025-10-06,27.7,13870,бот,осень,0,Южный,опт
2025-10-07,29.2,13425,бот,осень,0,Сибирский,опт
2025-10-08,33.9,14290,почта,осень,1,Уральский,розница
2025-10-09,30.6,14510,почта,осень,1,Центральный,опт
2025-10-10,27.4,14157,бот,осень,0,Сибирский,опт
2025-10-11,31.6,12949,почта,осень,0,Уральский,розница
2025-10-12,27.1,13612,почта,осень,1,Сибирский,опт
2025-10-13,35.0,14425,бот,осень,1,Центральный,розница
2025-10-14,30.6,13296,почта,осень,1,Центральный,опт
2025-10-15,32.0,14064,бот,осень,0,Сибирский,розница
2025-10-16,32.1,14495,почта,осень,1,Южный,розница
2025-10-17,29.2,14136,бот,осень,0,Центральный,опт
2025-10-18,24.0,12657,бот,осень,0,Южный,опт
2025-10-19,35.1,13984,бот,осень,1,Южный,опт
2025-10-20,30.1,12775,почта,осень,1,Центральный,розница
2025-10-21,27.5,13797,почта,осень,1,Сибирский,розница
2025-10-22,30.2,12322,почта,осень,0,Сибирский,опт
2025-10-23,34.5,12386,почта,осень,1,Уральский,опт
2025-10-24,31.7,12207,почта,осень,1,Уральский,розница
2025-10-25,27.5,12348,почта,осень,1,Южный,опт
2025-10-26,38.5,13853,почта,осень,0,Южный,опт
2025-10-27,24.2,14133,бот,осень,0,Южный,розница
